,CircleName,RegionName,DivisionName,OfficeName,Pincode,OfficeType,Delivery,District,StateName,Latitude,Longitude,LatitudeNum,Latitide_upt,Latitide_diff
39,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Sangitbaita BO,813203,BO,Delivery,BHAGALPUR,BIHAR,25.2562172,87.0066554,25.2562172,87.2628853,-62.0066681
100,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Salempurtola BO,813209,BO,Delivery,BHAGALPUR,BIHAR,86.2645500,24.7553300,86.26455,25.3285,60.93605
107,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Pharka BO,813210,BO,Delivery,BHAGALPUR,BIHAR,84.2010000,87.2010000,84.201,25.302,58.898999999999994
127,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Patharghatta BO,813203,BO,Delivery,BHAGALPUR,BIHAR,25.2873053,87.2560803,25.2873053,87.2628853,-61.975579999999994
128,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Shobhnathpur BO,813203,BO,Delivery,BHAGALPUR,BIHAR,25.2279357,87.2744230,25.2279357,87.2628853,-62.03494959999999
129,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Laxmipur BO,813222,BO,Delivery,BHAGALPUR,BIHAR,86.5620000,24.3690000,86.562,24.623,61.93899999999999
135,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Madhurapur BO,853203,BO,Delivery,BHAGALPUR,BIHAR,2.2798117,87.2941568,2.2798117,25.4067,-23.1268883
206,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Akbarnagar BO,812006,BO,Delivery,BHAGALPUR,BIHAR,85.3330000,25.3650000,85.333,24.222,61.111
208,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Chaknarayanpur BO,812006,BO,Delivery,BHAGALPUR,BIHAR,85.3630000,26.3630000,85.363,24.222,61.141
225,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Duldulia BO,813209,BO,Delivery,BHAGALPUR,BIHAR,86.2645500,24.5166000,86.26455,25.3285,60.93605
229,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Narayanpur BO,813209,BO,Delivery,BHAGALPUR,BIHAR,86.2645500,24.7553300,86.26455,25.3285,60.93605
236,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kiranpur BO,813108,BO,Delivery,BHAGALPUR,BIHAR,86.6522400,24.7553300,86.65224,24.8832,61.769040000000004
238,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Laxmipur Chiraya BO,813108,BO,Delivery,BANKA,BIHAR,86.2645500,24.7553000,86.26455,24.8832,61.38135
342,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Sahjadpur BO,813108,BO,Delivery,BHAGALPUR,BIHAR,86.6522400,24.8553300,86.65224,24.8832,61.769040000000004
347,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Raugaon BO,813110,BO,Delivery,BANKA,BIHAR,25.3580000,86.2390000,25.358,87.0948,-61.7368
350,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Shreepathas BO,813109,BO,Delivery,BANKA,BIHAR,86.6522400,24.1546800,86.65224,24.207,62.445240000000005
541,Bihar Circle,"East Region, Bhagalpur",Munger Division,Khabra BO,813212,BO,Delivery,MUNGER,BIHAR,24.5550000,85.2580000,24.555,86.123,-61.568000000000005
918,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Phulakia BO,853205,BO,Delivery,BHAGALPUR,BIHAR,86.2645500,24.7553300,86.26455,24.306,61.95855
921,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Kumri BO,813212,BO,Delivery,BANKA,BIHAR,25.3650000,86.3210000,25.365,86.123,-60.75800000000001
1258,Bihar Circle,Muzaffarpur Region,Madhubani Division,Teghra BO,847227,BO,Delivery,MADHUBANI,BIHAR,86.3730615,26.4089424,86.3730615,26.2566339,60.11642760000001
1538,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Rupauli Ghat BO,846003,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.3407000,15.5934,25.5974,-10.004
1541,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Salempur Lagma BO,847427,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.2284000,15.5934,25.9564,-10.362999999999998
1605,Chattisgarh Circle,DivReportingCircle,Bastar Division,Dundabedma,494230,BO,Delivery,KONDAGAON,CHHATTISGARH,91.9144,81.7012,91.9144,19.9647,71.9497
1932,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Gopalpur BO,813107,BO,Delivery,BANKA,BIHAR,86.2645500,24.7553500,86.26455,24.201,62.06355
1965,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sisodih BO,846005,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.9297000,15.5934,26.5714,-10.978
2016,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Inai BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.7809000,84.6836000,25.7809,15.5934,10.187499999999998
2017,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Kothra BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
2023,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sonpur BO,847203,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1691000,15.5934,25.91,-10.3166
2089,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Reorha BO,847302,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.9146000,15.5934,25.7666,-10.1732
2207,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sonki BO,846009,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.0015000,15.5934,26.1074,-10.513999999999998
2210,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Tarsarai BO,847115,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.0318000,15.5934,26.1957,-10.602299999999998
2215,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sonhaun BO,846005,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.9297000,15.5934,26.5714,-10.978
2222,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Shivram BO,847101,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.0544000,15.5934,25.9169,-10.323499999999997
2223,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sidhauli BO,847101,BO,Delivery,DARBHANGA,BIHAR,15.5934000,84.1982000,15.5934,25.9169,-10.323499999999997
2224,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sirua Maner BO,847101,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.6515000,15.5934,25.9169,-10.323499999999997
2225,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Srirampur BO,847101,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.3486000,15.5934,25.9169,-10.323499999999997
2226,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Arga BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
2227,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Baghauni BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9938000,86.0590000,25.9938,15.5934,10.4004
2228,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Bakmandal BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9142000,85.7645000,25.9142,15.5934,10.3208
2292,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Ratanpura BO,847106,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.7213000,15.5934,25.626,-10.0326
2293,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sarwara BO,847106,BO,Delivery,DARBHANGA,BIHAR,15.5934000,84.9615000,15.5934,25.626,-10.0326
2296,Bihar Circle,Muzaffarpur Region,Darbhanga Division,SLalganj BO,847121,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1225000,15.5934,26.6035,-11.0101
2297,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Singhaso BO,847121,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1225000,15.5934,26.6035,-11.0101
2302,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Telhan BO,847115,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.7356000,15.5934,26.1957,-10.602299999999998
2483,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Srimaha BO,853204,BO,Delivery,PURNIA,BIHAR,87.0938000,24.7553300,87.0938,25.2153,61.8785
2754,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Yenduva B.O,532148,BO,Delivery,SRIKAKULAM,ANDHRA PRADESH,18.7817,83.4268,18.7817,83.1426,-64.3609
2862,Telangana Circle,Hyderabad Region,Nizamabad Division,Ranampalli B.O,503188,BO,Delivery,NIZAMABAD,TELANGANA,18.5940373,77.8670915,18.5940373,83.6118,-65.0177627
2919,Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Agraharam B.O,515154,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,114.1993,77.801,114.1993,14.1998,99.9995
2992,Bihar Circle,Muzaffarpur Region,Darbhanga Division,SDangarwara BO,847306,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.8955000,15.5934,25.8642,-10.2708
2997,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Mahwa BO,847202,BO,Delivery,DARBHANGA,BIHAR,41.0886220,74.1435840,41.088622,26.198944,14.889678
3022,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Voosakonda B.O,505525,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.1531000,18.8413000,83.1531,18.5838484,64.5692516
3072,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Matunia BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
3073,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Narayandohat BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
3074,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Paghari BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9923000,86.0044000,25.9923,15.5934,10.3989
3080,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sahasram BO,847203,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1691000,15.5934,25.91,-10.3166
3182,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sadullahpur BO,847304,BO,Delivery,MADHUBANI,BIHAR,15.5934000,85.3366000,15.5934,25.8403,-10.246899999999998
3184,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Satghara BO,847337,BO,Delivery,MADHUBANI,BIHAR,15.5934000,86.0168000,15.5934,25.9068,-10.3134
3187,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sherpur BO,847204,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.2448000,15.5934,25.6023,-10.008899999999999
3191,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Taralahi BO,846003,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.3407000,15.5934,25.5974,-10.004
3195,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Tarwara BO,847427,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1435000,15.5934,25.9564,-10.362999999999998
3723,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Siso BO,846005,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.9297000,15.5934,26.5714,-10.978
3727,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sadiquepur BO,847337,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.2956000,15.5934,25.9068,-10.3134
3943,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Ughra BO,847101,BO,Delivery,DARBHANGA,BIHAR,15.5934000,85.6515000,15.5934,25.9169,-10.323499999999997
3944,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Baghra Simri BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
3945,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Khangraitha BO,847105,BO,Delivery,DARBHANGA,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
3950,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Ladaho BO,847203,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1691000,15.5934,25.91,-10.3166
3952,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Uchhati BO,847203,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1691000,15.5934,25.91,-10.3166
3985,Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Mavatur B.O,515124,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,77.4298,14.0948,77.4298,14.0934,63.3364
4112,Andhra Pradesh Circle,Kurnool Region,Anantapur Division,Chikkepalli B.O,515445,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,77.9110000,14.8910000,77.911,14.91,63.001000000000005
4166,Bihar Circle,Muzaffarpur Region,Darbhanga Division,PGhiwahi BO,847105,BO,Delivery,SAMASTIPUR,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
4167,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Ranna BO,847105,BO,Delivery,SAMASTIPUR,BIHAR,25.9142000,860.2850000,25.9142,15.5934,10.3208
4889,Telangana Circle,Hyderabad Region,Nalgonda Division,Kurmedu B.O,508250,BO,Delivery,NALGONDA,TELANGANA,0,0,0.0,16.837653,-16.837653
4998,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Lalapur Bhader BO,813203,BO,Delivery,BHAGALPUR,BIHAR,25.2873153,87.2748894,25.2873153,87.2628853,-61.97556999999999
5053,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Bishanpurjicho BO,813210,BO,Delivery,BHAGALPUR,BIHAR,86.2645500,24.7553300,86.26455,25.302,60.96255
5054,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Fatehpur SO BhagalpBO,813210,BO,Delivery,BHAGALPUR,BIHAR,86.2645500,24.7553300,86.26455,25.302,60.96255
5062,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Pathara BO,813110,BO,Delivery,BANKA,BIHAR,24.3600000,86.2390000,24.36,87.0948,-62.73480000000001
5063,Bihar Circle,"East Region, Bhagalpur",Bhagalpur Division,Sadpur BO,813110,BO,Delivery,BANKA,BIHAR,24.3070000,86.0328000,24.307,87.0948,-62.787800000000004
5347,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Singhia Deorhi BO,847306,BO,Delivery,MADHUBANI,BIHAR,15.5934000,85.8955000,15.5934,25.8642,-10.2708
5367,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Boraj BO,847105,BO,Delivery,SAMASTIPUR,BIHAR,25.9142000,85.7646000,25.9142,15.5934,10.3208
6013,Bihar Circle,Muzaffarpur Region,Siwan Division,Chainpur Hata BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
6311,Bihar Circle,"East Region, Bhagalpur",Saharsa Division,Sarbella BO,852127,BO,Delivery,SAHARSA,BIHAR,86.6006250,86.6006250,86.600625,25.883496,60.71712899999999
6347,Telangana Circle,Hyderabad Region,Adilabad Division,Chanda T B.O,504002,BO,Delivery,ADILABAD,TELANGANA,78.5483395,78.5483395,78.5483395,19.568593,58.9797465
6453,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Lumbesu B.O,503225,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6128000,19.0263000,83.6128,18.7792429,64.8335571
6454,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Nandrukona B.O,503230,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.6119000,18.9528000,83.6119,18.647018,64.964882
6575,Telangana Circle,Hyderabad Region,Nizamabad Division,Raikur B.O,503188,BO,Delivery,NIZAMABAD,TELANGANA,18.6185857,77.8536324,18.6185857,83.6118,-64.9932143
6665,Bihar Circle,Muzaffarpur Region,Darbhanga Division,SRBithauli BO,847201,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.0346000,15.5934,25.9899,-10.396499999999998
6699,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sahari BO,847201,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.0346000,15.5934,25.9899,-10.396499999999998
6700,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Andauli BO,847103,BO,Delivery,DARBHANGA,BIHAR,26.0846000,86.2105000,26.0846,15.5934,10.491199999999997
6701,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Bhawanipur BO,847103,BO,Delivery,DARBHANGA,BIHAR,26.1476000,87.1025000,26.1476,15.5934,10.5542
6702,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Motipur BO,847103,BO,Delivery,DARBHANGA,BIHAR,26.0826000,86.1768000,26.0826,15.5934,10.489199999999999
6924,Telangana Circle,Hyderabad Region,Nizamabad Division,Anandnagar B.O,503188,BO,Delivery,NIZAMABAD,TELANGANA,18.5839096,77.8552494,18.5839096,83.6118,-65.0278904
6925,Telangana Circle,Hyderabad Region,Nizamabad Division,Rudrur R.S. B.O,503188,BO,Delivery,NIZAMABAD,TELANGANA,18.5826688,77.8766287,18.5826688,83.6118,-65.0291312
6926,Telangana Circle,Hyderabad Region,Nizamabad Division,Teglaipalli B.O,503188,BO,Delivery,NIZAMABAD,TELANGANA,18.5397445,77.8634189,18.5397445,83.6118,-65.0720555
8113,Bihar Circle,Muzaffarpur Region,Siwan Division,Barkamanjha BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
8114,Bihar Circle,Muzaffarpur Region,Siwan Division,Nautan BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
8115,Bihar Circle,Muzaffarpur Region,Siwan Division,Pachphera BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
8116,Bihar Circle,Muzaffarpur Region,Siwan Division,Sirisia BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
8245,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Trimuhanighat BO,847201,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.0346000,15.5934,25.9899,-10.396499999999998
8246,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Antaur BO,847103,BO,Delivery,DARBHANGA,BIHAR,26.0692000,86.1664000,26.0692,15.5934,10.475799999999998
8247,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Harsinghpur BO,847103,BO,Delivery,DARBHANGA,BIHAR,26.0504000,86.2180000,26.0504,15.5934,10.456999999999999
8248,Bihar Circle,Muzaffarpur Region,Darbhanga Division,KJagdishpur BO,847103,BO,Delivery,DARBHANGA,BIHAR,25.9351000,86.0961000,25.9351,15.5934,10.341699999999998
8249,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Mohiuddinagar Pakari BO,847103,BO,Delivery,DARBHANGA,BIHAR,25.9351000,86.0961000,25.9351,15.5934,10.341699999999998
8250,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Neori BO,847103,BO,Delivery,DARBHANGA,BIHAR,25.7922000,86.1809000,25.7922,15.5934,10.1988
8923,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Chinabhogili B.O,503235,BO,Non Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3700000,18.6575000,83.37,18.7618413,64.6081587
8931,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Paradi B.O,503321,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.3069000,18.5230000,83.3069,18.4491407,64.8577593
8989,Andhra Pradesh Circle,Visakhapatnam Region,Parvathipuram Division,Kottakki B.O,503145,BO,Delivery,VIZIANAGARAM,ANDHRA PRADESH,83.2359000,18.5153000,83.2359,18.44509,64.79081
9078,Bihar Circle,Muzaffarpur Region,Siwan Division,Agya BO,841439,BO,Delivery,SIWAN,BIHAR,77.1456400,30.1994060,77.14564,25.912,51.23364
9082,Bihar Circle,Muzaffarpur Region,Siwan Division,Chhotka Manjha BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
9083,Bihar Circle,Muzaffarpur Region,Siwan Division,Jagdishpur Kothi BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
9084,Bihar Circle,Muzaffarpur Region,Siwan Division,Kabirpur BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
9085,Bihar Circle,Muzaffarpur Region,Siwan Division,Keelpur BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
9086,Bihar Circle,Muzaffarpur Region,Siwan Division,Khalwa BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
9087,Bihar Circle,Muzaffarpur Region,Siwan Division,Semaria BO,841243,BO,Delivery,SIWAN,BIHAR,26.3502000,84.4556000,26.3502,84.4556,-58.1054
9154,Gujarat Circle,Ahmedabad HQ Region,Patan Division,Daudpur BO,384245,BO,Delivery,PATAN,GUJARAT,25.9136000,84.5941000,25.9136,15.5934,10.320199999999998
9183,Telangana Circle,Hyderabad Region,Nalgonda Division,Kurella B.O,508111,BO,Delivery,YADADRI BHUVANAGIRI,TELANGANA,0,0,0.0,17.48969,-17.48969
9356,Telangana Circle,Hyderabad Region,Mahabubnagar Division,Abhangapur B.O,509210,BO,Delivery,Narayanpet,TELANGANA,77.6352808,16.7721147,77.6352808,16.7550822,60.8801986
9677,Andhra Pradesh Circle,Kurnool Region,Hindupur Division,Nallur B.O,515124,BO,Delivery,ANANTAPUR,ANDHRA PRADESH,77.4311,14.0951,77.4311,14.0934,63.3377
10553,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sajanpura BO,847201,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.1382000,15.5934,25.9899,-10.396499999999998
10554,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Sajhuar BO,847201,BO,Delivery,DARBHANGA,BIHAR,15.5934000,86.0340000,15.5934,25.9899,-10.396499999999998
10555,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Susari BO,847201,BO,Delivery,DARBHANGA,BIHAR,15.5934000,84.1474000,15.5934,25.9899,-10.396499999999998
10556,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Jayantipur BO,847103,BO,Delivery,DARBHANGA,BIHAR,25.9351000,86.0961000,25.9351,15.5934,10.341699999999998
10973,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Mahinam BO,847103,BO,Delivery,DARBHANGA,BIHAR,25.9351000,86.0961000,25.9351,15.5934,10.341699999999998
10974,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Nari BO,847103,BO,Delivery,DARBHANGA,BIHAR,26.0065000,86.2509000,26.0065,15.5934,10.413099999999998
10975,Bihar Circle,Muzaffarpur Region,Darbhanga Division,Pohhadi BO,847103,BO,Delivery,DARBHANGA,BIHAR,25.9351000,86.0961000,25.9351,15.5934,10.341699999999998
10995,Telangana Circle,Hyderabad Region,Suryapet Division,Vellatoor B.O,508246,BO,Delivery,SURYAPET,TELANGANA,79.9879866,16.7633150,79.9879866,16.8509134,63.1370732
11624,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Sarotra BO,385135,BO,Delivery,BANAS KANTHA,GUJARAT,24.3868920,72.5796330,24.386892,72.45531,-48.068417999999994
11627,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Runi BO,385545,BO,Delivery,BANAS KANTHA,GUJARAT,72.1315030,24.5236760,72.131503,24.426631,47.704871999999995
11921,Telangana Circle,Hyderabad Region,Hanamkonda Division,Garimillapalli B.O,506356,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,39.5698000,58.6359000,39.5698,18.3846974,21.1851026
12144,Telangana Circle,Hyderabad Region,Hanamkonda Division,Kasimpalli B.O,506169,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,79.0000000,17.0000000,79.0,18.4371191,60.562880899999996
12145,Telangana Circle,Hyderabad Region,Hanamkonda Division,Challagarige B.O,506356,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,30.9687000,63.6958000,30.9687,18.3846974,12.584002599999998
12946,Bihar Circle,"East Region, Bhagalpur",Munger Division,Arnawabank B.O,811317,BO,Delivery,JAMUI,BIHAR,24.87,86.2,24.87,86.261569,-61.39156899999999
13026,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Dholia BO,385135,BO,Delivery,BANAS KANTHA,GUJARAT,24.3459610,72.5737190,24.345961,72.45531,-48.109348999999995
13027,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Kapasia BO,385135,BO,Delivery,BANAS KANTHA,GUJARAT,24.4853930,72.5286640,24.485393,72.45531,-47.969916999999995
13153,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,MALOSANA BO,385210,BO,Delivery,BANAS KANTHA,GUJARAT,72.0000000,24.0050000,72.0,24.036567,47.963432999999995
13160,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Saghankshetra BO,385010,BO,Delivery,BANAS KANTHA,GUJARAT,72.4949070,24.2647220,72.494907,24.280395,48.214512
13236,Chattisgarh Circle,DivReportingCircle,Raipur Division,Litipara BO,493889,BO,Delivery,GARIYABAND,CHHATTISGARH,48.3000000,47.6000000,48.3,21.5,26.799999999999997
13450,Telangana Circle,Hyderabad Region,Hanamkonda Division,Empaid B.O,506356,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,31.9687000,66.3698000,31.9687,18.3846974,13.584002599999998
13451,Telangana Circle,Hyderabad Region,Hanamkonda Division,Jookal B.O,506356,BO,Delivery,JAYASHANKAR BHUPALAPALLY,TELANGANA,32.6589000,67.5698000,32.6589,18.3846974,14.274202600000002
13501,Telangana Circle,Hyderabad Region,Adilabad Division,Manikyapur B.O,504297,BO,Delivery,KUMURAM BHEEM ASIFABAD,TELANGANA,79.2704853,79.2704853,79.2704853,19.1786011,60.0918842
14235,Bihar Circle,"East Region, Bhagalpur",Munger Division,Arsar BO,811313,BO,Delivery,JAMUI,BIHAR,24.9435790,99.3918733,24.943579,86.190432,-61.246853
14312,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Balundra BO,385135,BO,Delivery,BANAS KANTHA,GUJARAT,24.3758220,72.5437190,24.375822,72.45531,-48.079488
14313,Gujarat Circle,Ahmedabad HQ Region,Banaskantha Division,Jethi BO,385135,BO,Delivery,BANAS KANTHA,GUJARAT,24.3131870,72.5207890,24.313187,72.45531,-48.142123
14336,Bihar Circle,"East Region, Bhagalpur",Munger Division,Sankurha BO,811313,BO,Delivery,JAMUI,BIHAR,24.9738,86.1587,24.9738,86.190432,-61.216632000000004
14340,Bihar Circle,"East Region, Bhagalpur",Munger Division,Mohanpur BO,811316,BO,Delivery,JAMUI,BIHAR,6.5091298,24.6583360,6.5091298,86.292604,-79.7834742
14344,Bihar Circle,"East Region, Bhagalpur",Munger Division,Launaparsa BO,813221,BO,Delivery,MUNGER,BIHAR,24.5610000,84.1240000,24.561,86.5568,-61.995799999999996
14345,Bihar Circle,"East Region, Bhagalpur",Munger Division,Sahora BO,813221,BO,Delivery,MUNGER,BIHAR,24.6320000,84.6280000,24.632,86.5568,-61.92479999999999
